,CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC,DTS
16441,6.2614,0.1469,43.5034,2.2588,2.0732,8.2165,2.5581,76.9405,151.8759
16442,6.2488,0.1447,43.1832,2.3387,2.1304,8.5409,2.5439,75.5092,148.6306
16443,6.2432,0.1431,41.3567,2.264,2.0618,8.2306,2.5514,74.779,146.3773
16444,6.2318,0.1438,36.5217,2.3647,2.1167,7.7433,2.5626,74.1238,145.2735
16445,6.2233,0.1372,33.4021,3.1896,2.8534,7.2218,2.5613,73.8461,144.8874
16446,6.2237,0.1282,34.1451,4.2492,3.8582,7.1377,2.5735,74.0959,145.6557
16447,6.2341,0.1264,34.7185,3.9237,3.539,7.3706,2.5792,74.8493,146.9885
16448,6.2692,0.1296,37.6065,2.7083,2.3969,7.5432,2.5719,75.8752,148.0409
16449,6.2932,0.1334,40.8379,2.6034,2.3361,7.8799,2.5652,76.3448,148.7448
16450,6.3023,0.133,40.8565,2.6727,2.4148,8.3318,2.5673,76.3745,149.4504
16451,6.3068,0.133,40.7676,2.5539,2.3001,8.1773,2.5946,76.2341,150.9744
16452,6.3043,0.1349,40.379,2.4454,2.1989,8.1452,2.6099,76.3705,152.9775
16453,6.2984,0.1323,38.3466,2.5478,2.2983,8.4938,2.5892,76.8638,154.7907
16454,6.2975,0.1366,39.3634,3.5308,3.1904,8.8443,2.5469,77.4706,155.6146
16455,6.3,0.1529,40.9976,2.5981,2.3196,8.7314,2.5282,77.6161,154.5629
16456,6.2963,0.1523,40.9191,1.5659,1.4573,8.4788,2.5406,76.9259,151.8476
16457,6.2954,0.1288,36.8854,1.4079,1.2252,8.567,2.5618,74.9762,147.3762
16458,6.2954,0.0951,29.397,4.3096,3.8968,8.8551,2.5841,71.9514,140.7879
16459,6.3049,0.0696,24.0912,6.357,5.8341,8.9866,2.5931,68.2887,132.4543
16460,6.3255,0.0732,19.8818,4.715,4.3367,8.8957,2.5899,65.7778,126.5583
16461,6.3358,0.0827,16.0576,4.7208,4.3346,8.8015,2.5961,64.3907,122.254
16462,6.3333,0.0773,14.4832,5.3931,4.9765,9.0698,2.5993,64.0123,120.9977
16463,6.3342,0.0699,14.1751,5.8376,5.3605,9.6112,2.606,63.9957,121.2267
16464,6.3319,0.0669,14.6153,5.1804,4.8306,9.6624,2.6082,64.2311,122.4481
16465,6.3297,0.0672,14.826,4.8644,4.5708,9.4964,2.6116,64.812,123.8342
16466,6.3247,0.0711,15.7734,5.0404,4.7515,9.1198,2.6205,65.6183,124.9145
16467,6.3206,0.0792,17.9345,4.9562,4.6913,8.608,2.6117,66.6738,126.4814
16468,6.3161,0.084,19.3574,3.8479,3.573,8.5995,2.5911,67.7584,128.7368
16469,6.3145,0.0782,19.6812,3.165,2.9238,9.0973,2.586,68.9992,131.1326
16470,6.3199,0.0743,20.7335,4.2012,3.972,9.1082,2.5935,69.7961,133.5472
16471,6.3252,0.0785,20.1131,3.8209,3.5554,8.6649,2.6068,70.3223,136.1003
16472,6.3247,0.0816,18.7745,3.5355,3.233,8.8542,2.6018,70.5236,138.4318
16473,6.3276,0.0849,20.4968,4.866,4.6204,8.8924,2.5897,70.6311,140.3729
16474,6.3297,0.093,24.054,5.0819,4.7284,8.3903,2.599,70.7808,141.7958
16475,6.3302,0.0973,24.4748,4.9773,4.5685,8.4207,2.6208,71.1376,142.9693
16476,6.3341,0.0941,22.8067,4.7547,4.3277,9.2031,2.6164,71.8557,144.2913
16477,6.331,0.0912,23.009,3.6936,3.2632,9.3318,2.598,73.0732,146.2791
16478,6.3321,0.0936,24.4557,3.2052,2.7855,8.781,2.5767,74.2437,147.2979
16479,6.3408,0.1055,24.4191,3.0843,2.667,8.9656,2.568,75.4158,147.9229
16480,6.3444,0.1177,24.7839,3.4356,2.9642,9.1337,2.5669,75.2993,147.7691
16481,6.3396,0.1225,26.3799,4.0204,3.507,8.6919,2.5678,74.5048,147.062
16482,6.3328,0.1245,25.8396,3.4807,2.9954,8.4299,2.5875,72.6437,145.7938
16483,6.325,0.1203,23.6561,2.979,2.5686,9.4203,2.5914,71.1744,144.2939
16484,6.3245,0.1133,21.3646,2.9083,2.4976,10.1307,2.5896,70.0313,141.3375
16485,6.3267,0.0992,19.1025,2.2507,2.0537,9.7172,2.5953,69.65,138.3301
16486,6.3245,0.0775,19.16,3.1953,2.7591,9.06,2.5909,69.3901,135.9687
16487,6.3254,0.0778,20.9169,5.1098,4.5376,8.5561,2.5841,68.9841,134.6182
16488,6.3273,0.0941,23.2309,3.8843,3.3411,8.7834,2.5847,68.6037,133.7513
16489,6.3339,0.1002,23.4246,3.2711,2.7718,8.7434,2.6037,68.3314,132.905
16490,6.3353,0.0959,21.6146,3.535,3.0415,8.4974,2.6163,68.2328,132.1589
16491,6.3363,0.0916,20.8895,3.8242,3.3393,8.5394,2.611,68.3432,131.7346
16492,6.337,0.0863,18.6341,4.2764,3.8097,8.3396,2.6095,68.6665,131.7081
16493,6.3283,0.0812,16.0368,5.3822,4.8894,8.5053,2.6142,69.0589,131.8312
16494,6.3232,0.0809,18.3453,4.9883,4.5309,8.4889,2.6103,69.3108,132.053
16495,6.3277,0.082,24.0087,4.0301,3.5646,8.1931,2.6,68.9188,131.7114
16496,6.3305,0.0811,26.5509,3.3993,2.9514,8.3402,2.5934,68.1209,130.7334
16497,6.3264,0.086,25.3355,3.238,2.8211,9.1746,2.5957,67.3741,129.7388
16498,6.3139,0.0886,20.0001,4.5453,4.1068,9.097,2.6165,66.7556,129.2148
16499,6.3053,0.0796,14.9437,4.8956,4.4617,8.5557,2.6133,66.6589,129.3195
16500,6.314,0.0741,14.6383,4.7627,4.3302,8.7019,2.5979,67.2363,130.6926
16501,6.3221,0.0785,16.9734,4.6313,4.1864,9.3181,2.6014,68.2824,132.6194
16502,6.3233,0.0875,19.0931,3.6424,3.2149,9.3938,2.5948,69.3998,134.4441
16503,6.3301,0.0929,20.7161,3.3808,2.9849,9.2955,2.5822,70.1892,135.4035
16504,6.3355,0.094,21.0204,3.5926,3.1831,8.8078,2.5959,70.7065,135.6572
16505,6.3298,0.094,21.1405,3.5348,3.1264,8.4365,2.6039,70.8055,135.6015
16506,6.3289,0.0928,21.9311,3.7433,3.312,8.7403,2.6101,70.9168,136.0489
16507,6.3381,0.0902,23.0563,3.6171,3.1865,9.1266,2.616,71.0132,137.4259
16508,6.3425,0.0911,22.7675,3.0648,2.6887,8.6715,2.6149,71.2185,139.0493
16509,6.3399,0.0944,21.63,3.0344,2.6738,8.6203,2.6137,71.574,140.9466
16510,6.332,0.0953,23.0842,3.0268,2.6649,8.8467,2.6134,72.3578,142.7097
16511,6.3182,0.0988,24.9178,3.0745,2.7067,8.7492,2.5987,73.3465,144.2902
16512,6.2986,0.1079,26.1985,3.2498,2.8487,8.4015,2.5911,74.2909,144.9941
16513,6.2922,0.1154,27.9266,3.1521,2.7688,8.4398,2.586,74.2394,145.1935
16514,6.3033,0.1157,28.4972,2.7946,2.4517,9.0977,2.5747,73.666,144.9642
16515,6.3175,0.1126,26.3425,2.5592,2.2187,9.532,2.5736,72.9214,145.0211
16516,6.3232,0.1095,24.6551,2.8265,2.4757,9.7353,2.5576,72.6353,144.7226
16517,6.3289,0.1068,24.9394,3.5931,3.1384,9.509,2.554,72.8506,143.6375
16518,6.3326,0.1061,26.986,4.0854,3.6097,9.1852,2.5645,72.8875,141.701
16519,6.3295,0.107,28.7298,3.6221,3.1568,9.2968,2.563,72.5673,139.3775
16520,6.3322,0.1112,28.7248,3.2494,2.8082,9.3056,2.5671,71.8096,137.35
16521,6.3421,0.1201,24.8055,3.476,2.9958,8.8863,2.5752,70.8645,135.7606
16522,6.3489,0.1244,19.1313,3.5877,3.1127,8.4718,2.5862,69.8976,134.5225
16523,6.3468,0.1172,17.5553,3.5356,3.0647,8.1915,2.593,69.615,134.1715
16524,6.3418,0.0997,18.492,3.1605,2.7282,8.3825,2.5849,69.9654,134.7854
16525,6.3338,0.0918,19.6064,2.6631,2.3074,8.5876,2.5801,71.0831,137.2034
16526,6.3338,0.0952,20.5227,2.5245,2.2247,8.8092,2.5775,72.4047,141.2525
16527,6.3394,0.094,21.6937,2.2198,1.973,9.3684,2.5709,73.9177,146.6204
16528,6.3452,0.0929,23.0771,2.184,1.9821,9.566,2.5653,75.6958,151.3196
16529,6.3594,0.1016,25.0093,1.9719,1.8194,9.9572,2.5624,77.4368,156.4926
16530,6.3937,0.1073,27.5055,1.4686,1.3907,10.0441,2.5637,79.5087,163.2427
16531,6.4155,0.1163,31.8034,1.4032,1.3425,9.1114,2.5842,80.7406,168.5965
16532,6.4146,0.1412,36.2814,1.7967,1.6528,8.0407,2.5929,82.1086,171.2715
16533,6.4136,0.1535,38.5593,2.4706,2.2095,7.7784,2.5888,82.8278,171.5215
16534,6.4184,0.1529,40.7517,2.7178,2.431,8.2525,2.5741,83.0292,170.4277
16535,6.4128,0.1618,43.186,2.9642,2.6521,8.3913,2.5744,82.4468,168.3315
16536,6.3955,0.1794,41.2808,3.2116,2.8726,8.4447,2.5926,81.504,165.6015
16537,6.3785,0.1841,34.4525,3.4573,3.0933,8.3756,2.5869,80.9627,164.0916
16538,6.37,0.1759,28.3284,3.7702,3.3866,8.0709,2.5762,81.0605,164.927
16539,6.3675,0.1503,27.5664,3.3852,3.0348,7.9389,2.5795,81.407,166.5638
16540,6.376,0.1227,32.8137,1.6781,1.5551,8.0702,2.585,81.7281,167.4503
16541,6.4433,0.1127,40.9592,1.4779,1.3977,8.2688,2.5754,81.274,166.2624
16542,6.6004,0.1272,43.6196,1.6877,1.5802,7.6975,2.5582,80.211,163.1905
16543,6.6295,0.1602,40.4179,2.3543,2.158,7.579,2.5447,78.1746,157.7718
16544,6.4971,0.1726,36.7087,2.6913,2.4277,8.4653,2.5417,76.4692,153.2505
16545,6.4236,0.1555,34.017,2.7578,2.4719,8.8384,2.5481,75.1454,149.856
16546,6.416,0.1293,31.5863,2.9247,2.618,8.3708,2.5753,74.8428,148.9337
16547,6.4399,0.1204,29.1422,3.2002,2.839,8.4584,2.6398,75.0389,149.3971
16548,6.5057,0.1174,27.1515,2.9297,2.5993,9.755,2.6948,75.2123,151.2216
16549,6.5542,0.1101,26.7894,2.7965,2.4909,10.045,2.6802,75.6211,153.665
16550,6.5847,0.1092,27.4614,2.6396,2.3725,9.5771,2.629,76.5733,156.6971
16551,6.5985,0.1166,28.1458,2.4821,2.2421,9.1,2.6146,78.6322,160.5673
16552,6.5971,0.1214,29.3327,2.3902,2.1973,9.0585,2.6121,80.8962,164.0751
16553,6.5928,0.1218,32.8079,2.1023,1.9655,10.0699,2.6054,83.2631,167.5426
16554,6.589,0.1322,36.7898,1.7846,1.6866,9.8417,2.6041,84.9691,169.3526
16555,6.5978,0.1518,40.2914,1.4468,1.3931,8.4884,2.5853,85.0395,169.1962
16556,6.6259,0.1582,43.6836,1.3019,1.2272,7.5981,2.552,83.332,167.511
16557,6.6445,0.1603,42.7955,1.9419,1.8494,7.6832,2.5386,80.9356,164.9302
16558,6.6234,0.1697,38.5521,3.2471,2.9821,8.4497,2.5481,78.0317,160.8046
16559,6.5552,0.1582,35.8753,4.4517,4.155,8.9734,2.5833,75.6721,157.1934
16560,6.4959,0.1184,33.177,4.6682,4.3495,9.5383,2.6315,74.1882,154.4755
16561,6.4962,0.0993,28.4482,3.7271,3.3948,10.886,2.6722,75.2939,155.6589
16562,6.5352,0.0953,27.0849,2.7169,2.4025,11.7046,2.7019,77.8215,160.8563
16563,6.5887,0.0972,30.1086,1.6942,1.5517,11.0437,2.697,81.274,166.9445
16564,6.7307,0.1349,37.4472,1.3967,1.3072,8.6087,2.6096,85.1144,174.1024
16565,6.9584,0.1974,45.6391,1.2189,1.182,7.1512,2.5254,87.724,179.2755
16566,7.0592,0.2076,51.6845,1.299,1.2735,7.1148,2.5057,89.5874,182.9397
16567,7.0374,0.2026,54.2589,1.352,1.3206,7.5538,2.5213,90.2093,183.8706
16568,7.0008,0.2041,52.1835,1.3721,1.3333,8.0926,2.5306,90.3395,182.2569
16569,6.9806,0.1909,47.7928,1.3933,1.3467,8.1654,2.5316,89.217,178.3253
16570,6.9142,0.1848,45.6698,1.5497,1.4989,7.7453,2.5312,87.6827,175.9066
16571,6.7496,0.1889,43.9234,1.6442,1.5663,7.5528,2.533,85.7421,173.9513
16572,6.6528,0.1758,43.2389,1.6814,1.5729,7.4777,2.545,84.2876,172.6414
16573,6.6455,0.159,41.9112,1.8997,1.7812,7.6611,2.5568,83.3484,171.2494
16574,6.6642,0.153,40.2636,1.9614,1.8272,9.0719,2.5632,82.7966,169.7282
16575,6.7034,0.1498,39.9805,1.8991,1.7663,10.6602,2.5766,82.4273,169.0141
16576,6.7243,0.1534,39.9565,1.9878,1.8512,10.6215,2.5843,82.2419,169.3046
16577,6.683,0.1536,38.7832,2.0868,1.9436,10.1088,2.5682,82.5028,171.0198
16578,6.5621,0.148,38.8947,2.0356,1.9106,10.1004,2.5914,83.4996,173.7483
16579,6.4838,0.154,39.6732,1.733,1.6496,9.9788,2.6425,85.1591,175.9982
16580,6.4923,0.171,41.8493,1.4899,1.4423,9.4795,2.6363,86.8255,177.409
16581,6.5416,0.1778,43.4074,1.4078,1.3728,8.9835,2.5615,87.6295,178.0461
16582,6.5875,0.1737,44.4222,1.5996,1.5429,8.5261,2.5242,87.6992,177.9017
16583,6.5827,0.1724,44.2688,1.8229,1.7343,8.2865,2.5363,87.3999,176.6165
16584,6.5335,0.1671,41.6238,1.9449,1.8347,8.0783,2.543,86.716,173.3633
16585,6.4997,0.1539,37.8783,2.1252,1.9933,8.4833,2.579,85.671,170.8393
16586,6.4614,0.1489,36.7182,2.0945,1.9636,9.6654,2.6947,84.1375,168.8979
16587,6.406,0.1517,36.3652,1.9969,1.8717,10.3245,2.7791,83.3384,168.5693
16588,6.3862,0.1515,36.0582,1.8932,1.774,10.016,2.7485,83.2225,168.648
16589,6.3753,0.1508,38.3331,1.7995,1.7099,8.7119,2.6549,83.8776,169.0924
16590,6.3402,0.1568,40.1974,1.6609,1.5842,7.7351,2.5749,84.5388,169.6291
16591,6.3142,0.1702,39.9649,1.6189,1.5605,7.8445,2.5568,84.8233,170.1624
16592,6.2893,0.1768,39.5443,1.703,1.6361,9.0765,2.5985,84.7593,170.9183
16593,6.2594,0.1729,40.1691,1.9306,1.8602,10.607,2.6438,85.0092,171.893
16594,6.2521,0.1614,40.4944,1.8657,1.7924,10.1606,2.6244,85.409,173.0448
16595,6.2519,0.163,40.4747,1.7972,1.7208,8.4558,2.585,86.0609,174.1242
16596,6.2519,0.1683,40.5431,1.6937,1.6251,7.5985,2.562,86.9051,174.6745
16597,6.2534,0.1643,42.5724,1.6013,1.5514,7.445,2.5388,87.2432,174.3621
16598,6.2534,0.1677,44.1103,1.5035,1.4571,7.1797,2.5198,86.8531,173.3914
16599,6.2533,0.1762,43.8852,1.4569,1.4035,7.0119,2.5221,85.8225,172.2137
16600,6.2508,0.1762,43.5297,1.8211,1.7684,6.9581,2.5332,84.6629,170.7083
16601,6.246,0.1714,41.7021,2.0203,1.9329,6.9871,2.5289,83.9609,169.1621
16602,6.2459,0.1762,39.8596,1.9157,1.8103,7.0119,2.5148,83.9814,168.8707
16603,6.2475,0.1766,40.0963,1.7132,1.6318,7.018,2.5149,84.715,169.6952
16604,6.2475,0.1712,42.1508,1.6673,1.599,7.342,2.5129,86.0882,171.9941
16605,6.2473,0.1696,44.8671,1.5986,1.5089,7.5872,2.5101,87.1713,173.688
16606,6.245,0.1719,45.7826,1.4904,1.4273,7.0801,2.5096,87.9686,174.766
16607,6.2411,0.1739,46.7858,1.4133,1.4009,7.0502,2.5087,88.4299,175.0256
16608,6.2405,0.1833,47.5475,1.3317,1.3097,7.495,2.5127,88.3312,174.0759
16609,6.2366,0.1887,48.105,1.2903,1.2667,7.3746,2.5192,87.5214,171.8835
16610,6.2316,0.1853,46.1012,1.4818,1.4371,7.4529,2.5333,85.9655,168.6068
16611,6.2199,0.1846,40.7913,1.8416,1.7705,7.6901,2.5453,83.7501,164.242
16612,6.2172,0.1709,36.7927,2.2874,2.128,7.7228,2.5482,82.0238,160.5563
16613,6.229,0.1494,35.4954,2.697,2.4768,7.669,2.5457,80.7521,157.887
16614,6.2302,0.1439,35.3713,2.6583,2.4212,7.2698,2.5428,79.7272,155.9452
16615,6.2191,0.1404,35.4372,2.4791,2.2499,7.0538,2.544,79.4357,154.7758
16616,6.2119,0.1367,35.8127,2.4139,2.2004,7.5917,2.5323,79.8296,154.6549
16617,6.2014,0.1397,36.2571,2.3343,2.1333,8.0146,2.5136,80.8905,155.8459
16618,6.186,0.149,38.2775,2.2545,2.0719,7.9713,2.5013,81.8587,157.6593
16619,6.1755,0.1554,42.516,2.1029,1.9477,7.8772,2.5166,82.5244,159.2115
16620,6.1765,0.1533,43.2618,1.8803,1.7661,7.1423,2.549,82.8894,160.1138
16621,6.1728,0.1571,43.0104,1.8767,1.7639,6.7285,2.5634,82.9759,160.3929
16622,6.169,0.1645,44.4698,1.9805,1.8602,6.7242,2.558,82.836,160.251
16623,6.1646,0.1622,44.9153,2.155,2.0025,6.6798,2.5504,82.4754,159.1453
16624,6.1677,0.156,43.9107,2.1204,1.9606,6.5851,2.5471,81.9837,158.0585
16625,6.1764,0.1533,42.8319,2.1302,1.959,6.6571,2.534,81.2852,156.9596
16626,6.1718,0.1544,41.8991,2.3325,2.1248,6.8012,2.5153,80.4562,155.7079
16627,6.1701,0.1608,40.8228,2.4356,2.2066,6.878,2.5224,80.0114,154.7079
16628,6.177,0.1635,42.1454,2.3976,2.1457,7.1819,2.5672,79.7666,153.8424
16629,6.1808,0.159,44.037,2.5962,2.3394,7.5644,2.5318,79.7326,153.5652
16630,6.1748,0.1538,45.1309,2.8931,2.606,7.5493,2.5174,79.8857,153.6601
16631,6.1703,0.1521,45.8785,2.681,2.4124,7.0769,2.5234,80.3677,153.8739
16632,6.1729,0.1525,47.4682,2.4339,2.1803,6.5637,2.5176,80.6825,154.5673
16633,6.1801,0.1544,48.2394,2.2838,2.0714,6.5821,2.5271,80.9927,155.2534
16634,6.1837,0.1546,46.4397,2.4191,2.1931,6.9568,2.5315,81.3088,155.5581
16635,6.1791,0.1538,44.573,2.4849,2.2499,7.0625,2.5347,81.5374,155.6697
16636,6.1748,0.1545,43.5873,2.4861,2.2509,6.6642,2.5433,81.4076,155.8044
16637,6.1731,0.154,43.0152,2.4696,2.2328,6.474,2.5491,81.2597,156.0779
16638,6.176,0.1542,43.0821,2.4186,2.1814,6.6522,2.5501,81.0556,156.583
16639,6.1816,0.1545,43.3661,2.4867,2.2616,6.5992,2.5596,81.4218,157.3467
16640,6.1826,0.1542,43.223,2.4376,2.2089,6.1926,2.5574,81.8322,158.163
16641,6.1787,0.1566,45.5258,2.3857,2.1532,6.1302,2.554,82.2593,159.1912
16642,6.1806,0.1594,48.8325,2.35,2.129,6.6858,2.55,82.4503,159.9569
16643,6.1794,0.1616,51.5623,2.346,2.1296,7.124,2.5453,82.4841,160.5006
16644,6.1786,0.1624,52.0403,2.3015,2.097,7.312,2.5512,82.364,160.671
16645,6.1823,0.1655,51.3551,2.1884,1.9984,7.1071,2.5598,82.1416,160.4826
16646,6.1805,0.1696,48.903,2.0243,1.8567,7.0387,2.5585,81.7736,160.3666
16647,6.1806,0.1715,44.0614,2.1675,1.9955,7.0197,2.5556,81.4825,160.3874
16648,6.1832,0.169,39.6515,2.3481,2.1653,7.0816,2.5551,81.4359,160.893
16649,6.1839,0.163,39.6627,2.4073,2.1899,7.1884,2.5558,81.7305,161.5358
16650,6.1819,0.1613,45.46,2.4998,2.284,7.072,2.5505,82.1387,162.198
16651,6.1846,0.1552,50.3924,2.3065,2.1035,6.8527,2.5398,82.3888,162.2081
16652,6.1842,0.1519,52.1371,1.8954,1.7437,6.8923,2.5398,81.9144,161.6001
16653,6.1787,0.1641,51.368,1.9442,1.78,7.243,2.551,81.0258,160.2147
16654,6.181,0.1663,48.0815,2.3968,2.1728,7.7666,2.55,79.7616,158.1259
16655,6.1844,0.1586,43.3869,2.7578,2.4842,8.0764,2.5377,78.7975,155.7102
16656,6.191,0.1538,41.6007,2.9175,2.6221,7.6129,2.5427,78.3692,154.536
16657,6.1911,0.143,41.0834,2.7678,2.4826,7.0181,2.5605,78.5371,154.4407
16658,6.188,0.1337,40.1966,2.6354,2.3673,6.7111,2.5705,79.2226,154.8965
16659,6.188,0.1318,40.7047,2.6445,2.3902,6.7813,2.5724,80.062,155.5719
16660,6.1883,0.139,42.0454,2.6722,2.4266,6.8849,2.5699,80.5349,156.5079
16661,6.1918,0.148,44.0218,2.5004,2.2727,6.7923,2.5558,80.5997,157.1541
16662,6.1974,0.1522,48.2209,2.0112,1.8323,6.8911,2.5366,80.8171,157.5919
16663,6.1962,0.149,51.2396,1.9566,1.8053,7.1439,2.5277,80.9552,158.0974
16664,6.1943,0.1427,52.0704,2.2812,2.0277,7.0781,2.5325,81.1124,158.809
16665,6.1828,0.1385,51.9579,2.6827,2.1088,6.6719,2.5375,81.325,159.8506
16666,6.1759,0.1375,52.365,2.8454,2.3757,6.6178,2.5437,81.7092,161.2899
16667,6.1861,0.1351,52.8911,2.9692,2.6372,7.1029,2.5464,82.2671,163.0563
16668,6.1982,0.1393,55.2902,2.6774,2.3566,7.3872,2.5345,82.6764,164.7608
16669,6.2058,0.1588,59.7507,2.3864,2.149,7.3021,2.522,82.9947,165.7739
16670,6.2129,0.1719,60.3557,2.0455,1.8803,7.2238,2.5307,83.2007,165.9406
16671,6.2192,0.1741,58.6048,1.9418,1.801,7.1919,2.5432,83.0337,165.2165
16672,6.2192,0.1782,59.6213,2.0008,1.8666,6.9069,2.5463,82.4432,163.5042
16673,6.2165,0.1826,60.2775,2.0571,1.9132,6.9367,2.5465,81.0969,160.3731
16674,6.2145,0.1823,59.7394,2.0511,1.9044,7.7771,2.5595,79.1382,156.0692
16675,6.2134,0.1804,57.9419,2.1277,1.9548,8.4007,2.5739,76.3734,150.4311
16676,6.2076,0.1677,54.02,2.3091,2.0506,8.169,2.5921,74.1863,145.7571
16677,6.2016,0.1487,49.4611,2.9617,2.6261,8.0262,2.6037,72.6457,142.1389
16678,6.2027,0.1409,40.2332,3.443,3.0261,7.7855,2.6097,71.7771,139.7863
16679,6.2098,0.1202,33.576,3.8221,3.3661,7.8206,2.604,71.2887,138.3319
16680,6.2123,0.101,31.918,4.2277,3.7452,7.8957,2.5938,70.9926,137.7541
16681,6.2072,0.1015,28.7829,4.4214,3.9401,7.6826,2.5952,70.7883,137.9583
16682,6.2078,0.1065,27.4687,4.6737,4.1877,7.5479,2.6056,70.7829,138.2377
16683,6.2136,0.1073,29.1484,4.2277,3.7618,7.4347,2.6121,70.771,138.4109
16684,6.2198,0.1042,31.0397,3.8316,3.3299,7.7076,2.6122,70.742,137.677
16685,6.2106,0.1046,32.2657,3.9485,3.4657,8.3228,2.6072,70.4075,136.8956
16686,6.2055,0.1085,32.8957,4.072,3.5637,8.2971,2.6044,70.0628,136.0245
16687,6.2075,0.1096,32.3202,4.1554,3.636,8.0886,2.6036,69.6895,135.0295
16688,6.2032,0.1036,29.9947,4.365,3.8304,8.4896,2.6015,69.6401,134.3349
16689,6.2025,0.0978,27.8158,4.5532,4.0002,8.4241,2.6033,69.1745,133.6004
16690,6.2074,0.0954,26.5529,4.4205,3.856,8.065,2.6044,68.6078,132.7109
16691,6.2087,0.0966,24.8205,4.4608,3.8753,7.8191,2.6002,68.153,132.5204
16692,6.2088,0.1013,22.5742,4.8316,4.2298,7.7009,2.6008,68.1573,132.7352
16693,6.2062,0.101,22.03,5.056,4.4537,7.8814,2.6038,68.4536,133.5999
16694,6.2042,0.0994,22.0675,5.3985,4.8052,7.9723,2.601,69.0539,134.2647
16695,6.2089,0.0976,22.7961,4.9693,4.3536,7.7679,2.6107,69.8253,135.1633
16696,6.2142,0.095,24.6187,4.7055,4.0971,7.6741,2.611,70.4813,136.2187
16697,6.2164,0.0971,25.3345,4.6609,4.0447,7.7266,2.607,71.1215,136.732
16698,6.2093,0.1029,27.0141,4.4103,3.7937,8.1021,2.6061,71.2066,136.4886
16699,6.2041,0.107,31.8977,4.1159,3.4959,8.2164,2.6131,70.5641,134.8484
16700,6.2071,0.1126,34.7778,3.7728,3.1781,8.2775,2.6182,69.1613,132.2912
16701,6.2047,0.1175,31.4743,3.9873,3.3854,8.8062,2.6215,67.4671,129.1866
16702,6.1973,0.1189,27.2054,4.7348,4.1163,8.9629,2.627,66.0449,126.8315
16703,6.1978,0.109,22.9586,5.1439,4.5549,9.0117,2.6145,65.0417,124.94
16704,6.2047,0.0924,19.2138,5.5935,5.0161,8.9456,2.6085,64.2065,123.3826
16705,6.207,0.0821,18.3875,6.4233,5.664,8.2962,2.6115,63.9646,122.6502
16706,6.2116,0.0788,18.6375,7.0895,6.2373,8.4316,2.608,64.0494,123.0297
16707,6.2121,0.0785,19.1407,7.4739,6.5842,8.4788,2.6121,64.9104,124.6256
16708,6.2084,0.0809,19.6625,7.7121,6.7967,7.9632,2.6245,66.3711,127.0372
16709,6.205,0.0849,19.6695,7.5936,6.7427,8.2886,2.6229,68.7281,131.0551
16710,6.1974,0.0862,21.2724,8.0781,7.1594,8.4185,2.6189,71.4222,135.6476
16711,6.2052,0.0838,26.9886,5.8716,5.275,7.6077,2.5985,74.8292,141.526
16712,6.2301,0.0893,34.5161,2.568,2.1717,6.5559,2.5552,77.562,146.4341
16713,6.2462,0.1234,45.9571,2.3068,2.0157,6.0245,2.5414,79.9414,150.9166
16714,6.2622,0.1736,58.0156,2.1631,1.9543,6.2723,2.5263,81.3805,153.4064
16715,6.3074,0.1895,61.2658,2.0372,1.8915,6.5859,2.5126,81.966,154.3802
16716,6.3344,0.1804,59.5681,2.0303,1.8956,6.1364,2.5179,82.0313,154.6757
16717,6.3249,0.1731,58.4895,2.0552,1.9263,5.707,2.5234,81.9419,154.9167
16718,6.3024,0.1714,56.4426,1.9415,1.8468,6.0253,2.5111,82.093,155.3278
16719,6.2985,0.1715,55.8696,1.9477,1.8383,6.3631,2.4907,82.0878,155.7576
16720,6.3052,0.1735,55.2422,1.9399,1.828,6.2808,2.5039,81.9222,156.4085
16721,6.3197,0.1782,52.5207,2.0055,1.8837,6.0499,2.5177,81.7539,156.6696
16722,6.3315,0.1786,52.4873,1.9981,1.8729,6.0065,2.5072,81.9244,156.494
16723,6.3216,0.1791,56.0518,1.9358,1.8209,6.0507,2.4997,81.9625,155.7285
16724,6.2985,0.1778,59.5638,1.9046,1.7967,6.0169,2.5007,82.0191,155.0331
16725,6.2944,0.1721,60.2962,1.9576,1.849,5.8602,2.5079,81.7353,153.5353
16726,6.3003,0.1684,59.9436,1.9769,1.868,5.6028,2.5067,81.0871,152.1676
16727,6.3006,0.1717,58.3633,1.9608,1.8593,5.4072,2.5053,80.0589,149.946
16728,6.3113,0.1755,56.695,2.0029,1.9018,5.7172,2.497,79.2027,148.4527
16729,6.3212,0.1766,57.1123,2.0932,1.9753,6.0726,2.4922,79.4191,146.3362
16730,6.3209,0.1734,56.0442,2.2088,2.0747,5.7117,2.5066,80.0426,146.0312
16731,6.3085,0.174,54.1171,2.2106,2.0706,5.2552,2.5143,80.0802,146.6028
16732,6.2984,0.1727,55.5316,2.1448,2.0146,5.6702,2.5046,79.0452,147.5135
16733,6.3097,0.1701,58.5915,2.0463,1.8927,6.8523,2.5158,77.4947,147.1641
16734,6.3551,0.1739,61.6033,2.2476,2.092,7.4588,2.5362,75.6398,145.9923
16735,6.3692,0.1811,63.7652,2.946,2.7101,6.9094,2.5607,73.4253,144.9037
16736,6.329,0.1876,60.2248,3.5003,3.244,6.6948,2.5858,72.0257,145.0182
