initial_list_status,purpose,int_rate,installment,annual_inc,dti,verification_status,grade,revol_bal,inq_last_12m,delinq_2yrs,home_ownership,log_inc,verified,grdCtoA,not_paid
w,debt_consolidation,13.59,978.6,60000.0,28.01,Not Verified,C,14619,5,0,MORTGAGE,11.002099841204199,0,0,1
w,debt_consolidation,15.05,55.51,70000.0,10.06,Not Verified,C,4202,0,0,MORTGAGE,11.156250521031499,0,0,0
w,debt_consolidation,12.62,631.66,120000.0,26.38,Not Verified,C,97631,2,0,OWN,11.6952470217642,0,0,0
w,debt_consolidation,11.99,116.24,35000.0,18.43,Not Verified,B,802,2,0,RENT,10.4631033404715,0,1,1
w,debt_consolidation,7.97,187.94,80000.0,30.56,Not Verified,A,27656,4,0,RENT,11.289781913656,0,1,1
w,credit_card,11.99,199.26,39665.6,23.27,Not Verified,B,10730,0,0,RENT,10.5882395923077,0,1,0
w,debt_consolidation,30.79,1149.42,80100.0,14.11,Verified,G,22093,1,1,MORTGAGE,11.2910311330565,1,0,0
f,debt_consolidation,7.07,309.1,50000.0,19.73,Verified,A,9089,3,0,MORTGAGE,10.819778284410301,1,1,1
f,debt_consolidation,10.91,326.97,95370.0,20.56,Not Verified,B,35130,3,0,MORTGAGE,11.465519342573,0,1,0
f,debt_consolidation,22.91,773.26,43000.0,39.35,Verified,E,18128,1,0,RENT,10.668955394675699,1,0,1
w,debt_consolidation,15.05,476.33,58000.0,17.32,Verified,C,556,1,1,MORTGAGE,10.9681982895286,1,0,1
w,credit_card,7.35,186.23,65000.0,14.55,Not Verified,A,7012,2,0,OWN,11.082142548877801,0,1,0
w,debt_consolidation,16.02,527.51,48000.0,6.25,Source Verified,C,7088,1,3,OWN,10.778956289889999,1,0,0
f,home_improvement,15.05,190.8,42500.0,14.12,Not Verified,C,10792,3,1,OWN,10.657259354912501,0,0,1
w,debt_consolidation,7.35,558.68,54000.0,13.47,Source Verified,A,21590,1,0,MORTGAGE,10.8967393255464,1,1,1
w,debt_consolidation,12.62,350.2,50000.0,19.92,Source Verified,C,8821,0,0,OWN,10.819778284410301,1,0,0
w,credit_card,6.08,304.59,50000.0,7.62,Source Verified,A,10156,0,0,RENT,10.819778284410301,1,1,1
w,credit_card,7.97,626.46,80000.0,24.11,Not Verified,A,21187,2,0,MORTGAGE,11.289781913656,0,1,1
w,debt_consolidation,25.82,447.51,65000.0,29.73,Verified,E,11415,1,0,MORTGAGE,11.082142548877801,1,0,1
w,debt_consolidation,6.08,761.46,204000.0,3.83,Verified,A,5099,6,0,MORTGAGE,12.2258752728264,1,1,1
w,debt_consolidation,12.62,254.69,82000.0,13.2,Source Verified,C,10814,0,0,RENT,11.3144745262464,1,0,0
w,debt_consolidation,24.85,293.37,150000.0,29.75,Verified,E,10292,3,2,MORTGAGE,11.918390573078401,1,0,1
f,debt_consolidation,7.97,131.56,14400.0,5.17,Verified,A,1417,0,0,OWN,9.57498348556409,1,1,1
w,debt_consolidation,16.02,351.67,84000.0,17.07,Verified,C,9931,8,0,MORTGAGE,11.338572077825502,1,0,0
f,credit_card,12.62,100.54,52000.0,16.55,Not Verified,C,8564,1,0,MORTGAGE,10.858998997563601,0,0,1
w,debt_consolidation,9.44,512.08,64890.0,10.8,Not Verified,B,7197,2,0,RENT,11.080448807615198,0,1,0
w,major_purchase,9.44,80.02,70000.0,18.09,Not Verified,B,174570,5,0,OWN,11.156250521031499,0,1,1
w,credit_card,12.62,335.12,42000.0,6.86,Not Verified,C,6251,1,0,RENT,10.6454248972655,0,0,1
f,credit_card,14.08,1197.58,250000.0,17.94,Not Verified,C,41152,0,0,RENT,12.4292161968444,0,0,0
f,credit_card,9.44,64.01,20000.0,1.69,Verified,B,854,3,0,OWN,9.90348755253613,1,1,0
w,debt_consolidation,16.02,422.01,90000.0,18.38,Not Verified,C,43771,1,0,MORTGAGE,11.4075649493124,0,0,0
w,debt_consolidation,23.88,642.85,107500.0,10.72,Not Verified,E,9765,0,0,OWN,11.5852461265499,0,0,1
w,debt_consolidation,9.44,251.68,120000.0,13.48,Not Verified,B,12240,0,0,MORTGAGE,11.6952470217642,0,1,0
w,debt_consolidation,10.42,486.98,84334.9,14.99,Source Verified,B,10975,0,0,MORTGAGE,11.3425510559441,1,1,0
w,credit_card,30.17,772.5,53000.0,31.36,Not Verified,F,17327,1,0,RENT,10.878047192534302,0,0,0
w,debt_consolidation,9.44,640.1,80000.0,9.63,Source Verified,B,11222,1,0,RENT,11.289781913656,1,1,0
w,debt_consolidation,9.44,96.02,80000.0,16.17,Not Verified,B,13168,0,0,OWN,11.289781913656,0,1,0
f,debt_consolidation,24.85,1258.87,64901.04,47.3,Verified,E,31374,1,0,MORTGAGE,11.080618927217099,1,0,1
w,debt_consolidation,19.03,259.58,27000.0,39.82,Verified,D,9982,1,1,RENT,10.2035921449865,1,0,0
w,credit_card,19.03,373.79,115000.0,34.94,Source Verified,D,62379,5,0,RENT,11.6526874073454,1,0,0
f,debt_consolidation,14.08,273.74,114000.0,36.35,Source Verified,C,116147,2,0,MORTGAGE,11.6439537273766,1,0,1
w,home_improvement,21.45,273.08,74880.0,14.54,Source Verified,D,24913,1,0,MORTGAGE,11.2236421111515,1,0,1
w,credit_card,5.32,301.15,72000.0,17.92,Not Verified,A,22485,0,0,MORTGAGE,11.1844213979982,0,1,0
w,debt_consolidation,7.07,355.46,180000.0,21.2,Not Verified,A,12420,2,0,MORTGAGE,12.100712129872301,0,1,0
w,debt_consolidation,21.45,628.07,62000.0,17.89,Verified,D,11711,4,0,MORTGAGE,11.0348896640272,1,0,1
w,debt_consolidation,10.42,519.44,2500.0,198.56,Not Verified,B,401,2,0,MORTGAGE,7.82404601085629,0,1,0
w,debt_consolidation,19.03,259.58,34000.0,26.23,Source Verified,D,6874,2,0,RENT,10.434115803598301,1,0,1
w,debt_consolidation,10.91,539.49,64000.0,18.29,Not Verified,B,8713,1,0,RENT,11.0666383623418,0,1,0
w,debt_consolidation,6.72,92.25,40000.0,12.87,Not Verified,A,6984,2,0,MORTGAGE,10.5966347330961,0,1,0
w,home_improvement,10.42,1136.27,150000.0,11.01,Verified,B,32696,2,0,MORTGAGE,11.918390573078401,1,1,1
w,debt_consolidation,22.91,281.39,400000.0,19.93,Verified,E,134089,3,0,MORTGAGE,12.8992198260901,1,0,0
w,debt_consolidation,28.72,473.58,50000.0,26.92,Verified,F,3504,5,0,OWN,10.819778284410301,1,0,0
w,debt_consolidation,12.62,1005.34,113500.0,21.79,Verified,C,23700,2,3,OWN,11.639558115903599,1,0,1
f,debt_consolidation,15.05,1387.6,189000.0,29.94,Verified,C,84987,5,0,MORTGAGE,12.1495022940418,1,0,1
w,debt_consolidation,6.72,184.5,65000.0,14.77,Not Verified,A,7655,0,0,RENT,11.082142548877801,0,1,0
w,debt_consolidation,13.59,679.58,46000.0,15.86,Not Verified,C,24169,1,0,RENT,10.7363966754712,0,0,1
w,debt_consolidation,16.02,1230.85,125000.0,19.6,Not Verified,C,21193,2,0,MORTGAGE,11.736069016284402,0,0,1
f,debt_consolidation,7.97,751.75,147000.0,19.07,Not Verified,A,48549,4,1,MORTGAGE,11.898187865760901,0,1,1
w,debt_consolidation,20.0,222.99,76000.0,6.93,Not Verified,D,14577,0,0,MORTGAGE,11.238488619268502,0,0,0
w,credit_card,7.97,579.47,90000.0,19.53,Not Verified,A,23526,3,0,OWN,11.4075649493124,0,1,1
w,debt_consolidation,30.17,811.45,354000.0,20.77,Verified,F,34858,2,0,MORTGAGE,12.777052192115901,1,0,0
w,debt_consolidation,21.45,303.26,44000.0,17.43,Source Verified,D,19041,2,0,RENT,10.6919449129004,1,0,1
w,debt_consolidation,22.91,579.95,50000.0,22.44,Source Verified,E,0,0,1,MORTGAGE,10.819778284410301,1,0,1
w,credit_card,19.03,726.8,105000.0,16.14,Source Verified,D,26652,0,0,MORTGAGE,11.5617156291397,1,0,1
w,debt_consolidation,20.0,624.35,27300.0,50.15,Verified,D,6244,0,1,RENT,10.214641981173099,1,0,1
w,debt_consolidation,23.88,573.97,21840.0,16.65,Not Verified,E,2525,0,0,MORTGAGE,9.99149842985884,0,0,1
w,debt_consolidation,10.91,39.24,16000.0,31.13,Not Verified,B,8714,1,0,RENT,9.68034400122192,0,1,0
f,debt_consolidation,16.02,729.87,98000.0,16.21,Not Verified,C,3751,5,0,OWN,11.4927227576527,0,0,0
w,debt_consolidation,9.93,243.95,75000.0,20.27,Source Verified,B,6764,1,0,MORTGAGE,11.2252433925184,1,1,1
w,credit_card,12.62,676.78,130000.0,12.55,Source Verified,C,11924,3,0,MORTGAGE,11.775289729437699,1,0,1
w,debt_consolidation,30.79,155.46,24960.0,18.94,Not Verified,G,3278,1,1,RENT,10.1250298224834,0,0,0
w,debt_consolidation,16.02,467.12,62000.0,19.98,Source Verified,C,9023,0,0,RENT,11.0348896640272,1,0,1
w,debt_consolidation,21.45,1046.22,60000.0,25.36,Verified,D,13188,1,0,MORTGAGE,11.002099841204199,1,0,0
w,credit_card,17.09,249.01,30000.0,23.78,Verified,D,4879,5,0,RENT,10.308952660644302,1,0,0
w,debt_consolidation,16.02,175.84,55000.0,35.57,Source Verified,C,15959,0,0,RENT,10.9150884642146,1,0,1
f,debt_consolidation,14.08,222.41,60000.0,28.26,Source Verified,C,2282,7,0,MORTGAGE,11.002099841204199,1,0,0
w,debt_consolidation,10.91,1144.37,133000.0,1.75,Verified,B,1425,2,0,OWN,11.798104407203901,1,1,1
w,debt_consolidation,9.93,112.83,40000.0,6.57,Not Verified,B,2774,5,0,RENT,10.5966347330961,0,1,1
w,debt_consolidation,9.44,256.04,47000.0,21.25,Not Verified,B,13567,0,0,MORTGAGE,10.757902880692198,0,1,1
f,home_improvement,9.93,709.16,96000.0,9.95,Verified,B,10838,5,0,OWN,11.472103470450001,1,1,1
w,debt_consolidation,10.91,1307.85,209000.0,3.88,Verified,B,4616,3,0,RENT,12.250089530946902,1,1,1
w,credit_card,9.44,440.43,95000.0,28.36,Not Verified,B,23987,0,0,MORTGAGE,11.4616321705827,0,1,1
w,debt_consolidation,17.09,285.59,65000.0,22.73,Not Verified,D,20435,2,0,MORTGAGE,11.082142548877801,0,0,1
w,debt_consolidation,21.45,955.75,90000.0,20.91,Verified,D,23448,4,0,MORTGAGE,11.4075649493124,1,0,1
w,credit_card,10.91,326.97,70000.0,8.11,Source Verified,B,11942,3,0,RENT,11.156250521031499,1,1,1
w,debt_consolidation,14.08,233.1,48000.0,11.95,Verified,C,7779,3,0,MORTGAGE,10.778956289889999,1,0,1
w,debt_consolidation,20.0,635.86,45000.0,26.51,Not Verified,D,8938,10,0,RENT,10.714417768752499,0,0,1
w,credit_card,10.42,486.98,64000.0,11.68,Not Verified,B,14806,1,0,MORTGAGE,11.0666383623418,0,1,0
w,debt_consolidation,21.45,327.69,116000.0,8.78,Not Verified,D,10208,4,0,RENT,11.6613454700885,0,0,0
w,debt_consolidation,21.45,305.15,33845.48,38.9,Verified,D,1226,2,0,MORTGAGE,10.4295607391438,1,0,1
w,credit_card,10.91,130.79,52000.0,23.08,Source Verified,B,5117,2,1,MORTGAGE,10.858998997563601,1,1,0
f,credit_card,21.45,500.37,56160.0,12.39,Source Verified,D,10363,5,2,RENT,10.9359600386997,1,0,0
w,debt_consolidation,20.0,445.1,45000.0,13.52,Not Verified,D,14316,3,0,MORTGAGE,10.714417768752499,0,0,0
f,debt_consolidation,16.02,738.51,140000.0,13.82,Source Verified,C,13550,0,0,RENT,11.849397701591402,1,0,1
f,debt_consolidation,26.3,396.06,69000.0,1.22,Source Verified,E,1938,0,0,RENT,11.1418617835794,1,0,0
w,debt_consolidation,10.91,588.54,110000.0,18.84,Source Verified,B,21612,2,1,OWN,11.608235644774599,1,1,1
w,home_improvement,12.62,83.78,70000.0,21.61,Not Verified,C,5310,4,0,MORTGAGE,11.156250521031499,0,0,0
w,home_improvement,20.0,927.29,72000.0,12.13,Source Verified,D,79650,3,1,MORTGAGE,11.1844213979982,1,0,0
w,debt_consolidation,15.05,832.56,77000.0,22.18,Verified,C,18656,1,0,MORTGAGE,11.2515607008358,1,0,0
w,debt_consolidation,28.72,442.01,49858.0,30.66,Verified,F,6028,5,0,RENT,10.8169342439585,1,0,1
w,debt_consolidation,9.93,742.45,167000.0,3.82,Source Verified,B,1787,2,2,MORTGAGE,12.0257490913989,1,1,0
w,credit_card,18.06,317.83,62000.0,8.85,Verified,D,5385,0,1,MORTGAGE,11.0348896640272,1,0,0
w,debt_consolidation,9.44,195.23,70000.0,6.38,Source Verified,B,1746,4,0,RENT,11.156250521031499,1,1,0
w,debt_consolidation,19.03,415.32,79882.37,14.19,Not Verified,D,22625,2,0,MORTGAGE,11.2883104565939,0,0,0
w,debt_consolidation,7.97,283.67,50000.0,15.67,Source Verified,A,46904,0,0,MORTGAGE,10.819778284410301,1,1,0
w,small_business,7.97,1252.91,300000.0,14.37,Verified,A,31012,3,0,MORTGAGE,12.6115377536383,1,1,0
w,credit_card,15.05,333.43,65000.0,22.38,Not Verified,C,14330,0,0,RENT,11.082142548877801,0,0,0
w,credit_card,16.02,298.92,45000.0,6.93,Not Verified,C,5979,0,1,OWN,10.714417768752499,0,0,1
w,debt_consolidation,16.02,140.67,60000.0,11.74,Verified,C,3758,2,0,MORTGAGE,11.002099841204199,1,0,0
f,credit_card,14.08,437.98,45000.0,28.03,Source Verified,C,16180,2,0,RENT,10.714417768752499,1,0,1
w,debt_consolidation,28.72,505.15,30000.0,40.42,Verified,F,9665,3,3,MORTGAGE,10.308952660644302,1,0,1
w,debt_consolidation,13.59,95.15,51000.0,11.55,Not Verified,C,2071,1,0,MORTGAGE,10.8395809117065,0,0,0
w,debt_consolidation,18.06,889.92,200000.0,25.18,Verified,D,178902,3,0,MORTGAGE,12.2060726455302,1,0,1
w,debt_consolidation,12.62,301.61,55000.0,21.58,Source Verified,C,7480,3,0,OWN,10.9150884642146,1,0,0
w,home_improvement,10.42,324.65,165000.0,4.11,Not Verified,B,27500,4,0,MORTGAGE,12.0137007528827,0,1,0
f,debt_consolidation,16.02,580.26,68000.0,18.04,Source Verified,C,13307,3,0,RENT,11.127262984158198,1,0,0
w,home_improvement,16.02,703.34,32000.0,66.49,Source Verified,C,5231,1,1,MORTGAGE,10.3734911817819,1,0,0
w,credit_card,12.62,502.67,60000.0,15.32,Verified,C,12821,2,1,MORTGAGE,11.002099841204199,1,0,0
w,debt_consolidation,9.93,354.58,56000.0,20.25,Verified,B,12754,4,0,MORTGAGE,10.9331069697173,1,1,1
w,debt_consolidation,14.08,233.1,84000.0,25.3,Not Verified,C,9409,3,0,MORTGAGE,11.338572077825502,0,0,0
w,credit_card,14.08,513.25,62000.0,13.88,Not Verified,C,8536,1,0,OWN,11.0348896640272,0,0,1
f,debt_consolidation,9.93,1266.81,60000.0,18.51,Source Verified,B,44461,1,0,OWN,11.002099841204199,1,1,1
w,debt_consolidation,19.03,550.07,29000.0,23.68,Source Verified,D,11137,2,0,RENT,10.2750511089686,1,0,1
w,debt_consolidation,7.07,436.36,48000.0,9.23,Source Verified,A,18025,0,0,MORTGAGE,10.778956289889999,1,1,1
w,debt_consolidation,14.08,684.33,80000.0,28.27,Source Verified,C,11053,4,0,MORTGAGE,11.289781913656,1,0,0
w,debt_consolidation,7.35,372.45,120000.0,19.56,Source Verified,A,12619,1,0,MORTGAGE,11.6952470217642,1,1,1
f,debt_consolidation,13.59,271.84,67000.0,14.92,Not Verified,C,10032,1,0,MORTGAGE,11.1124478983731,0,0,0
w,debt_consolidation,7.21,991.15,130000.0,7.11,Verified,A,6327,2,0,MORTGAGE,11.775289729437699,1,1,0
f,debt_consolidation,24.85,277.77,24000.0,31.6,Verified,E,7607,2,0,RENT,10.0858091093301,1,0,1
w,debt_consolidation,18.06,691.59,82250.0,30.95,Verified,D,6489,0,0,MORTGAGE,11.317518668627601,1,0,1
w,credit_card,11.99,630.99,78000.0,24.14,Source Verified,B,17093,2,0,RENT,11.2644641056717,1,1,1
w,debt_consolidation,17.09,871.54,144000.0,16.25,Source Verified,D,36187,0,0,OWN,11.8775685785581,1,0,1
f,debt_consolidation,17.09,685.4,69000.0,11.77,Verified,D,7511,5,1,RENT,11.1418617835794,1,0,1
w,debt_consolidation,13.59,713.56,150000.0,12.53,Not Verified,C,21755,2,0,RENT,11.918390573078401,0,0,1
w,home_improvement,7.35,620.75,52000.0,17.26,Not Verified,A,8246,2,0,MORTGAGE,10.858998997563601,0,1,0
w,debt_consolidation,13.59,258.23,45000.0,23.71,Verified,C,7784,3,0,OWN,10.714417768752499,1,0,0
w,home_improvement,9.44,314.59,42000.0,17.97,Not Verified,B,8247,0,0,OWN,10.6454248972655,0,1,0
f,debt_consolidation,16.02,316.51,58000.0,31.43,Not Verified,C,14882,3,0,RENT,10.9681982895286,0,0,0
f,debt_consolidation,10.91,392.36,80000.0,9.48,Verified,B,2196,0,0,RENT,11.289781913656,1,1,1
w,home_improvement,7.35,465.57,48000.0,26.4,Verified,A,2583,0,0,MORTGAGE,10.778956289889999,1,1,0
w,debt_consolidation,25.82,261.27,60470.0,11.94,Source Verified,E,22902,2,0,MORTGAGE,11.0099026532673,1,0,0
w,debt_consolidation,9.93,354.58,135000.0,9.97,Source Verified,B,14585,0,0,MORTGAGE,11.8130300574206,1,1,0
w,debt_consolidation,15.05,222.02,53000.0,14.97,Source Verified,C,1767,2,0,OWN,10.878047192534302,1,0,1
w,debt_consolidation,19.03,293.37,79999.0,10.22,Source Verified,D,13689,4,1,MORTGAGE,11.2897694135779,1,0,1
w,home_improvement,20.0,92.91,58000.0,3.48,Source Verified,D,3984,8,0,OWN,10.9681982895286,1,0,0
w,debt_consolidation,11.99,833.98,75000.0,27.19,Verified,B,17135,0,0,MORTGAGE,11.2252433925184,1,1,0
w,debt_consolidation,11.99,431.73,60000.0,14.16,Source Verified,B,12790,0,1,MORTGAGE,11.002099841204199,1,1,1
w,debt_consolidation,9.93,636.38,65000.0,11.43,Source Verified,B,1961,0,0,RENT,11.082142548877801,1,1,1
f,home_improvement,13.59,169.9,65000.0,13.35,Source Verified,C,3526,4,0,OWN,11.082142548877801,1,0,1
w,credit_card,12.62,563.98,50000.0,28.18,Verified,C,19188,0,0,OWN,10.819778284410301,1,0,1
w,debt_consolidation,15.05,314.82,50000.0,25.8,Source Verified,C,12060,1,2,MORTGAGE,10.819778284410301,1,0,1
w,debt_consolidation,18.06,506.56,50000.0,29.84,Not Verified,D,4259,0,0,RENT,10.819778284410301,0,0,1
f,debt_consolidation,7.21,1238.93,129996.0,6.55,Source Verified,A,31614,3,0,RENT,11.7752589597336,1,1,1
w,credit_card,14.08,291.38,40000.0,22.53,Source Verified,C,6600,0,0,RENT,10.5966347330961,1,0,0
w,debt_consolidation,13.59,237.86,72000.0,22.22,Source Verified,C,13938,5,0,MORTGAGE,11.1844213979982,1,0,0
w,debt_consolidation,17.09,499.77,87360.0,20.99,Not Verified,D,12207,1,0,MORTGAGE,11.377792790978699,0,0,0
w,debt_consolidation,13.59,216.62,41000.0,11.48,Verified,C,10340,1,2,MORTGAGE,10.6213273456864,1,0,0
w,debt_consolidation,14.08,171.09,47598.0,20.1,Source Verified,C,11529,0,1,MORTGAGE,10.7705460225301,1,0,1
w,small_business,10.42,1298.59,100000.0,34.29,Verified,B,29322,4,0,MORTGAGE,11.5129254649702,1,1,1
w,debt_consolidation,20.0,291.44,48400.0,14.53,Verified,D,8662,1,0,RENT,10.787255092704699,1,0,0
w,major_purchase,18.06,542.74,185000.0,22.36,Verified,D,8396,1,0,MORTGAGE,12.1281111040605,1,0,0
w,debt_consolidation,15.05,428.7,85000.0,12.37,Source Verified,C,17082,1,0,OWN,11.3504065354725,1,0,1
w,home_improvement,7.21,309.74,130000.0,16.52,Not Verified,A,24469,0,0,MORTGAGE,11.775289729437699,0,1,1
f,debt_consolidation,25.82,1205.85,120000.0,23.5,Verified,E,22221,7,1,MORTGAGE,11.6952470217642,1,0,1
w,credit_card,15.05,86.73,32400.0,12.41,Verified,C,1080,4,0,RENT,10.3859137017804,1,0,0
w,debt_consolidation,30.75,909.82,73000.0,9.34,Not Verified,F,18047,5,0,MORTGAGE,11.198214720130501,0,0,1
w,debt_consolidation,21.45,361.82,50000.0,0.65,Source Verified,D,200,0,0,OWN,10.819778284410301,1,0,1
w,debt_consolidation,19.03,352.97,41000.0,36.59,Source Verified,D,18773,0,0,RENT,10.6213273456864,1,0,1
w,credit_card,16.02,211.01,36500.0,9.21,Verified,C,1960,2,0,RENT,10.5050675395706,1,0,1
f,debt_consolidation,12.62,201.07,75000.0,27.84,Not Verified,C,18801,1,0,OWN,11.2252433925184,0,0,0
w,debt_consolidation,16.02,583.89,85000.0,1.75,Not Verified,C,3758,2,0,RENT,11.3504065354725,0,0,0
f,credit_card,17.09,214.19,55000.0,11.76,Not Verified,D,19857,1,0,RENT,10.9150884642146,0,0,1
w,debt_consolidation,11.99,531.36,65000.0,14.19,Verified,B,20768,0,0,RENT,11.082142548877801,1,1,0
w,debt_consolidation,6.72,430.49,82000.0,24.13,Verified,A,19948,10,0,MORTGAGE,11.3144745262464,1,1,0
f,credit_card,10.42,227.26,51500.0,28.04,Not Verified,B,24198,1,0,RENT,10.849337086651799,0,1,0
f,credit_card,15.05,360.78,92000.0,20.41,Source Verified,C,12136,5,0,MORTGAGE,11.429543856031199,1,0,0
w,debt_consolidation,12.62,402.14,23000.0,38.73,Verified,C,6720,5,0,RENT,10.0432494949113,1,0,0
w,debt_consolidation,7.97,1252.91,350000.0,7.9,Source Verified,A,28455,1,0,OWN,12.7656884334656,1,1,0
f,debt_consolidation,17.09,89.25,36000.0,16.03,Not Verified,D,1611,2,1,RENT,10.4912742174382,0,0,0
w,debt_consolidation,29.69,385.96,41500.0,16.25,Source Verified,F,11124,3,0,MORTGAGE,10.6334487062188,1,0,1
f,credit_card,9.44,480.08,144000.0,15.73,Source Verified,B,14740,4,0,MORTGAGE,11.8775685785581,1,1,0
w,debt_consolidation,13.59,203.88,85000.0,22.26,Not Verified,C,18423,1,0,RENT,11.3504065354725,0,0,1
w,debt_consolidation,30.94,494.0,55000.0,44.36,Verified,G,36376,5,0,MORTGAGE,10.9150884642146,1,0,0
w,debt_consolidation,15.05,476.33,106000.0,13.16,Source Verified,C,17941,1,0,MORTGAGE,11.5711943730942,1,0,0
f,debt_consolidation,23.88,774.86,118000.0,20.39,Verified,E,9197,7,0,MORTGAGE,11.6784399034478,1,0,1
w,debt_consolidation,21.45,1186.48,140000.0,38.03,Verified,D,258897,3,0,MORTGAGE,11.849397701591402,1,0,1
w,debt_consolidation,5.32,481.84,110000.0,8.75,Not Verified,A,5227,3,0,MORTGAGE,11.608235644774599,0,1,0
w,debt_consolidation,16.02,175.84,120000.0,20.19,Not Verified,C,11194,1,1,MORTGAGE,11.6952470217642,0,0,0
f,debt_consolidation,10.91,326.97,70000.0,17.47,Not Verified,B,1569,2,0,RENT,11.156250521031499,0,1,0
f,home_improvement,13.59,679.58,100000.0,24.96,Source Verified,C,12529,0,0,MORTGAGE,11.5129254649702,1,0,1
w,debt_consolidation,14.08,855.42,68000.0,20.16,Not Verified,C,18232,2,0,MORTGAGE,11.127262984158198,0,0,0
w,debt_consolidation,13.59,184.34,102000.0,31.28,Source Verified,C,6204,7,0,MORTGAGE,11.5327280922664,1,0,0
w,home_improvement,10.91,49.05,64000.0,1.54,Source Verified,B,3301,2,3,MORTGAGE,11.0666383623418,1,1,0
w,debt_consolidation,9.93,206.3,60000.0,15.66,Source Verified,B,3060,2,0,RENT,11.002099841204199,1,1,0
w,credit_card,7.35,124.15,22561.0,21.55,Verified,A,2478,0,0,RENT,10.0239780308708,1,1,0
f,home_improvement,16.02,211.01,87000.0,22.32,Verified,C,3023,6,0,MORTGAGE,11.3736633976367,1,0,1
f,debt_consolidation,21.45,587.56,105000.0,17.74,Not Verified,D,11786,3,0,MORTGAGE,11.5617156291397,0,0,1
w,credit_card,10.91,294.27,34000.0,35.09,Not Verified,B,10238,1,0,RENT,10.434115803598301,0,1,0
w,credit_card,7.35,74.49,58000.0,13.01,Not Verified,A,1918,2,0,MORTGAGE,10.9681982895286,0,1,0
w,debt_consolidation,19.03,311.49,50000.0,19.64,Source Verified,D,11662,8,0,RENT,10.819778284410301,1,0,0
w,debt_consolidation,15.05,520.35,71000.0,19.54,Verified,C,9100,1,0,RENT,11.1704351560235,1,0,0
w,debt_consolidation,15.05,156.11,25000.0,10.23,Verified,C,4169,0,1,MORTGAGE,10.1266311038503,1,0,1
w,debt_consolidation,24.85,438.96,92000.0,26.01,Source Verified,E,60008,1,0,MORTGAGE,11.429543856031199,1,0,0
f,debt_consolidation,14.08,136.87,51000.0,21.88,Not Verified,C,9522,3,1,RENT,10.8395809117065,0,0,0
w,debt_consolidation,30.17,778.99,35000.0,42.08,Source Verified,F,11787,2,0,RENT,10.4631033404715,1,0,1
w,credit_card,13.59,806.97,125000.0,22.57,Not Verified,C,44839,0,1,RENT,11.736069016284402,0,0,0
f,home_improvement,18.06,868.39,80000.0,18.79,Source Verified,D,7660,7,0,MORTGAGE,11.289781913656,1,0,1
w,debt_consolidation,11.99,298.89,105000.0,12.32,Source Verified,B,10331,0,1,MORTGAGE,11.5617156291397,1,1,0
w,home_improvement,10.42,429.09,65000.0,5.3,Source Verified,B,60587,4,0,RENT,11.082142548877801,1,1,0
w,home_improvement,11.99,199.26,55000.0,8.01,Source Verified,B,1134,4,0,MORTGAGE,10.9150884642146,1,1,0
w,small_business,11.99,589.35,92000.0,28.38,Source Verified,B,575,4,0,OWN,11.429543856031199,1,1,0
w,debt_consolidation,12.62,563.98,69500.0,13.31,Not Verified,C,11737,2,0,MORTGAGE,11.1490820315529,0,0,1
f,debt_consolidation,15.05,484.8,50000.0,9.6,Source Verified,C,2980,1,0,RENT,10.819778284410301,1,0,1
w,debt_consolidation,9.44,480.08,43000.0,16.1,Source Verified,B,4573,0,2,RENT,10.668955394675699,1,1,1
w,debt_consolidation,12.62,241.29,55000.0,32.34,Not Verified,C,9026,1,0,MORTGAGE,10.9150884642146,0,0,0
w,credit_card,14.08,279.72,40000.0,11.26,Not Verified,C,10291,3,0,RENT,10.5966347330961,0,0,0
w,major_purchase,16.02,105.51,26000.0,28.44,Verified,C,7564,5,0,RENT,10.165851817003599,1,0,1
w,debt_consolidation,15.05,104.07,36000.0,35.4,Not Verified,C,7403,4,0,MORTGAGE,10.4912742174382,0,0,0
w,credit_card,7.97,250.59,92045.0,26.34,Not Verified,A,11950,3,1,MORTGAGE,11.430032866880698,0,1,1
w,major_purchase,17.09,1249.42,79000.0,2.08,Not Verified,D,5807,3,1,MORTGAGE,11.277203131449198,0,0,1
w,major_purchase,5.32,271.04,150000.0,5.27,Source Verified,A,7893,0,0,RENT,11.918390573078401,1,1,0
f,credit_card,19.03,916.78,55000.0,21.32,Not Verified,D,16770,0,0,RENT,10.9150884642146,0,0,0
w,debt_consolidation,10.91,433.96,51885.0,25.1,Verified,B,22612,2,0,MORTGAGE,10.8567850100394,1,1,0
w,debt_consolidation,16.02,773.68,74500.0,17.33,Source Verified,C,19023,1,0,RENT,11.2185544043677,1,0,0
w,debt_consolidation,26.3,903.55,75000.0,16.4,Source Verified,E,6541,5,0,MORTGAGE,11.2252433925184,1,0,0
f,debt_consolidation,14.08,919.57,74000.0,21.44,Verified,C,19066,0,0,RENT,11.2118203721863,1,0,0
f,debt_consolidation,10.42,389.58,140000.0,7.66,Not Verified,B,11211,1,0,OWN,11.849397701591402,0,1,0
w,debt_consolidation,30.65,655.08,64000.0,30.85,Not Verified,F,12503,3,1,RENT,11.0666383623418,0,0,1
w,credit_card,25.82,1044.19,100000.0,28.75,Verified,E,35931,3,0,OWN,11.5129254649702,1,0,1
